INFO : 21_02_23_12_52   Session started
INFO : 21_02_23_12_53   Strategy started
INFO : 21_02_23_12_53   Start h degree : 10
INFO : 21_02_23_12_53   Start v degree : 20.0
INFO : 21_02_23_12_53   Start targetwitdth : 0.32
INFO : 21_02_23_12_53   Start targetheight : 0.64
INFO : 21_02_23_12_58   PASS 1, Time :4 : 58
INFO : 21_02_23_12_58   Total :5 : 01
INFO : 21_02_23_13_04   PASS 2, Time :6 : 44
INFO : 21_02_23_13_04   Total :11 : 45
INFO : 21_02_23_13_16   PASS 3, Time :11 : 18
INFO : 21_02_23_13_16   Total :23 : 03
INFO : 21_02_23_13_32   PASS 4, Time :16 : 11
INFO : 21_02_23_13_32   Total :39 : 14
INFO : 21_02_23_13_40   PASS 5, Time :8 : 35
INFO : 21_02_23_13_40   Total :47 : 49
INFO : 21_02_23_13_42   PASS 6, Time :1 : 17
INFO : 21_02_23_13_42   Total :49 : 07
