INFO : 21_03_14_14_01   Session started
INFO : 21_03_14_14_03   Strategy started
INFO : 21_03_14_14_03   Start h degree : 5
INFO : 21_03_14_14_03   Start v degree : 5.0
INFO : 21_03_14_14_03   Start targetwitdth : 0.32
INFO : 21_03_14_14_03   Start targetheight : 0.32
INFO : 21_03_14_14_41   PASS 1, Time :37 : 37
INFO : 21_03_14_14_41   Total :37 : 40
INFO : 21_03_14_14_44   PASS 2, Time :2 : 56
INFO : 21_03_14_14_44   Total :40 : 36
INFO : 21_03_14_14_46   PASS 3, Time :2 : 16
INFO : 21_03_14_14_46   Total :42 : 52
INFO : 21_03_14_14_48   PASS 4, Time :1 : 42
INFO : 21_03_14_14_48   Total :44 : 35
INFO : 21_03_14_14_49   PASS 5, Time :1 : 22
INFO : 21_03_14_14_49   Total :45 : 57
INFO : 21_03_14_14_50   PASS 6, Time :1 : 19
INFO : 21_03_14_14_50   Total :47 : 16
INFO : 21_03_14_14_52   PASS 7, Time :1 : 30
INFO : 21_03_14_14_52   Total :48 : 46
INFO : 21_03_14_14_54   PASS 8, Time :1 : 42
INFO : 21_03_14_14_54   Total :50 : 29
INFO : 21_03_14_14_55   PASS 9, Time :1 : 36
INFO : 21_03_14_14_55   Total :52 : 06
INFO : 21_03_14_14_57   PASS 10, Time :1 : 27
INFO : 21_03_14_14_57   Total :53 : 33
INFO : 21_03_14_14_59   PASS 11, Time :1 : 56
INFO : 21_03_14_14_59   Total :55 : 30
INFO : 21_03_14_15_01   PASS 12, Time :1 : 51
INFO : 21_03_14_15_01   Total :57 : 22
INFO : 21_03_14_15_02   PASS 13, Time :1 : 31
INFO : 21_03_14_15_02   Total :58 : 53
INFO : 21_03_14_15_04   PASS 14, Time :1 : 41
INFO : 21_03_14_15_04   Total :60 : 34
INFO : 21_03_14_15_06   PASS 15, Time :1 : 58
INFO : 21_03_14_15_06   Total :62 : 33
INFO : 21_03_14_15_08   PASS 16, Time :2 : 17
INFO : 21_03_14_15_08   Total :64 : 50
INFO : 21_03_14_15_10   PASS 17, Time :2 : 12
INFO : 21_03_14_15_10   Total :67 : 03
INFO : 21_03_14_15_12   PASS 18, Time :2 : 13
INFO : 21_03_14_15_12   Total :69 : 17
INFO : 21_03_14_15_14   PASS 19, Time :1 : 59
INFO : 21_03_14_15_14   Total :71 : 16
INFO : 21_03_14_15_17   PASS 20, Time :2 : 09
INFO : 21_03_14_15_17   Total :73 : 26
INFO : 21_03_14_15_19   PASS 21, Time :2 : 02
INFO : 21_03_14_15_19   Total :75 : 29
INFO : 21_03_14_15_21   PASS 22, Time :1 : 51
INFO : 21_03_14_15_21   Total :77 : 20
INFO : 21_03_14_15_22   PASS 23, Time :1 : 31
INFO : 21_03_14_15_22   Total :78 : 52
INFO : 21_03_14_15_24   PASS 24, Time :1 : 40
INFO : 21_03_14_15_24   Total :80 : 32
INFO : 21_03_14_15_25   PASS 25, Time :1 : 43
