INFO : 21_02_23_20_51   Session started
INFO : 21_02_23_20_52   Strategy started
INFO : 21_02_23_20_52   Start h degree : 10
INFO : 21_02_23_20_52   Start v degree : 20.0
INFO : 21_02_23_20_52   Start targetwitdth : 0.32
INFO : 21_02_23_20_52   Start targetheight : 0.64
INFO : 21_02_23_20_57   PASS 1, Time :4 : 51
INFO : 21_02_23_20_57   Total :4 : 54
INFO : 21_02_23_21_05   PASS 2, Time :8 : 28
INFO : 21_02_23_21_05   Total :13 : 23
INFO : 21_02_23_21_22   PASS 3, Time :16 : 14
INFO : 21_02_23_21_22   Total :29 : 38
INFO : 21_02_23_21_45   PASS 4, Time :23 : 17
INFO : 21_02_23_21_45   Total :52 : 55
INFO : 21_02_23_22_15   PASS 5, Time :30 : 11
INFO : 21_02_23_22_15   Total :83 : 07
INFO : 21_02_23_22_59   PASS 6, Time :44 : 04
INFO : 21_02_23_22_59   Total :127 : 11
