INFO : 21_02_28_14_22   Session started
INFO : 21_02_28_14_23   Strategy started
INFO : 21_02_28_14_23   Start h degree : 10
INFO : 21_02_28_14_23   Start v degree : 10.0
INFO : 21_02_28_14_23   Start targetwitdth : 0.32
INFO : 21_02_28_14_23   Start targetheight : 0.32
INFO : 21_02_28_14_33   PASS 1, Time :9 : 06
INFO : 21_02_28_14_33   Total :9 : 11
INFO : 21_02_28_14_51   PASS 2, Time :18 : 51
INFO : 21_02_28_14_51   Total :28 : 02
INFO : 21_02_28_15_41   PASS 3, Time :49 : 33
INFO : 21_02_28_15_41   Total :77 : 36
INFO : 21_02_28_17_07   PASS 4, Time :85 : 46
INFO : 21_02_28_17_07   Total :163 : 23
