INFO : 21_02_27_19_41   Session started
INFO : 21_02_27_19_43   Strategy started
INFO : 21_02_27_19_43   Start h degree : 10
INFO : 21_02_27_19_43   Start v degree : 10.0
INFO : 21_02_27_19_43   Start targetwitdth : 0.32
INFO : 21_02_27_19_43   Start targetheight : 0.32
INFO : 21_02_27_19_53   PASS 1, Time :9 : 55
INFO : 21_02_27_19_53   Total :9 : 58
INFO : 21_02_27_20_10   PASS 2, Time :16 : 45
INFO : 21_02_27_20_10   Total :26 : 43
INFO : 21_02_27_20_48   PASS 3, Time :37 : 51
INFO : 21_02_27_20_48   Total :64 : 34
INFO : 21_02_27_22_17   PASS 4, Time :89 : 28
INFO : 21_02_27_22_17   Total :154 : 03
