INFO : 21_03_14_18_28   Session started
INFO : 21_03_14_18_29   Strategy started
INFO : 21_03_14_18_29   Start h degree : 5
INFO : 21_03_14_18_29   Start v degree : 5.0
INFO : 21_03_14_18_29   Start targetwitdth : 0.32
INFO : 21_03_14_18_29   Start targetheight : 0.32
INFO : 21_03_14_19_08   PASS 1, Time :38 : 21
INFO : 21_03_14_19_08   Total :38 : 23
INFO : 21_03_14_19_11   PASS 2, Time :3 : 01
INFO : 21_03_14_19_11   Total :41 : 25
INFO : 21_03_14_19_13   PASS 3, Time :2 : 11
INFO : 21_03_14_19_13   Total :43 : 37
INFO : 21_03_14_19_15   PASS 4, Time :1 : 31
INFO : 21_03_14_19_15   Total :45 : 08
INFO : 21_03_14_19_16   PASS 5, Time :1 : 10
INFO : 21_03_14_19_16   Total :46 : 19
INFO : 21_03_14_19_17   PASS 6, Time :0 : 57
INFO : 21_03_14_19_17   Total :47 : 16
INFO : 21_03_14_19_18   PASS 7, Time :1 : 11
INFO : 21_03_14_19_18   Total :48 : 28
INFO : 21_03_14_19_19   PASS 8, Time :1 : 34
INFO : 21_03_14_19_19   Total :50 : 03
INFO : 21_03_14_19_21   PASS 9, Time :1 : 40
INFO : 21_03_14_19_21   Total :51 : 43
INFO : 21_03_14_19_23   PASS 10, Time :1 : 35
INFO : 21_03_14_19_23   Total :53 : 18
INFO : 21_03_14_19_24   PASS 11, Time :1 : 23
INFO : 21_03_14_19_24   Total :54 : 42
INFO : 21_03_14_19_26   PASS 12, Time :1 : 37
INFO : 21_03_14_19_26   Total :56 : 19
INFO : 21_03_14_19_27   PASS 13, Time :1 : 35
INFO : 21_03_14_19_27   Total :57 : 55
INFO : 21_03_14_19_29   PASS 14, Time :1 : 47
INFO : 21_03_14_19_29   Total :59 : 42
INFO : 21_03_14_19_31   PASS 15, Time :1 : 26
INFO : 21_03_14_19_31   Total :61 : 09
INFO : 21_03_14_19_32   PASS 16, Time :1 : 41
INFO : 21_03_14_19_32   Total :62 : 50
INFO : 21_03_14_19_34   PASS 17, Time :1 : 55
INFO : 21_03_14_19_34   Total :64 : 45
INFO : 21_03_14_19_36   PASS 18, Time :1 : 32
INFO : 21_03_14_19_36   Total :66 : 18
INFO : 21_03_14_19_37   PASS 19, Time :1 : 46
INFO : 21_03_14_19_37   Total :68 : 04
INFO : 21_03_14_19_39   PASS 20, Time :1 : 34
INFO : 21_03_14_19_39   Total :69 : 39
INFO : 21_03_14_19_41   PASS 21, Time :1 : 45
INFO : 21_03_14_19_41   Total :71 : 24
INFO : 21_03_14_19_42   PASS 22, Time :1 : 34
INFO : 21_03_14_19_42   Total :72 : 58
INFO : 21_03_14_19_44   PASS 23, Time :1 : 37
INFO : 21_03_14_19_44   Total :74 : 36
INFO : 21_03_14_19_45   PASS 24, Time :1 : 16
INFO : 21_03_14_19_45   Total :75 : 52
INFO : 21_03_14_19_47   PASS 25, Time :1 : 27
INFO : 21_03_14_19_47   Total :77 : 20
INFO : 21_03_14_19_48   PASS 26, Time :1 : 14
INFO : 21_03_14_19_48   Total :78 : 34
INFO : 21_03_14_19_49   PASS 27, Time :1 : 22
INFO : 21_03_14_19_49   Total :79 : 56
INFO : 21_03_14_19_51   PASS 28, Time :1 : 28
INFO : 21_03_14_19_51   Total :81 : 25
INFO : 21_03_14_19_52   PASS 29, Time :1 : 35
INFO : 21_03_14_19_52   Total :83 : 00
INFO : 21_03_14_19_54   PASS 30, Time :1 : 18
INFO : 21_03_14_19_54   Total :84 : 18
INFO : 21_03_14_19_55   PASS 31, Time :1 : 06
INFO : 21_03_14_19_55   Total :85 : 25
INFO : 21_03_14_19_56   PASS 32, Time :1 : 12
INFO : 21_03_14_19_56   Total :86 : 38
INFO : 21_03_14_19_57   PASS 33, Time :1 : 07
INFO : 21_03_14_19_57   Total :87 : 45
INFO : 21_03_14_19_58   PASS 34, Time :1 : 13
INFO : 21_03_14_19_58   Total :88 : 59
INFO : 21_03_14_20_08   PASS 35, Time :9 : 59
INFO : 21_03_14_20_08   Total :98 : 58
