S1|D: 1.028m,0078|14| 45.864515|50.0000000|50.0000000
S1|D: 0.499m,0062|19| 52.179592|100.0000000|100.0000000
S2|D: 2.461m,0086|15| 45.866690|95.0000000|50.0000000
S2|D: 3.465m,0230|20| 52.565743|145.0000000|100.0000000
M1|done|50.00|13|unknown|      45.264186
M1|done|100.00|18|unknown|      51.579244
M2|done|50.00|11|0|      45.254717
M2|done|100.00|16|0|      51.568352
M3|done|50.00|12|0|      45.260336
M3|done|100.00|17|0|      51.575255
M1|done|0.00|0|unknown|      69.467578
M2|done|0.00|1|1|     146.474459
M3|done|0.00|2|1|     147.543443
S1|O,OK!|3|147.769471| 0.0000000| 0.0000000
S1|S: 24.1`C,3.1V|5|147.785770| 0.0000000| 0.0000000
S2|O,OK!|4|147.779167|45.0000000| 0.0000000
S2|S: 23.3`C,3.1V|6|147.796330|45.0000000| 0.0000000
S1|D: 1.606m,0039|8|155.378553| 0.0000000| 0.0000000
S2|D: 1.591m,0046|9|155.387620|45.0000000| 0.0000000
M1|done|0.00|10|unknown|     155.388123
S1|D: 1.606m,0039|11|155.987561| 0.0000000| 0.0000000
S2|D: 1.591m,0040|12|155.997943|45.0000000| 0.0000000
M1|done|0.00|15|unknown|     156.013472
M2|done|0.00|13|1|     155.998508
M3|done|0.00|14|1|     156.008458
S1|D: 1.606m,0052|16|156.613553| 0.0000000| 0.0000000
S2|D: 1.591m,0040|17|156.618644|45.0000000| 0.0000000
M1|done|50.00|20|unknown|     162.330466
M2|done|50.00|18|0|     162.320441
M3|done|50.00|19|0|     162.322097
S1|D: 1.027m,0098|21|162.929659|50.0000000|50.0000000
S2|D: 2.416m,0064|22|162.938473|95.0000000|50.0000000
M1|done|100.00|25|unknown|     168.644513
M2|done|100.00|23|0|     168.640449
M3|done|100.00|24|0|     168.641460
S1|D: 0.578m,0161|26|169.243732|100.0000000|100.0000000
S2|D: 1.883m,0323|27|170.386049|145.0000000|100.0000000
M2|done|150.00|28|0|     176.088028
M3|done|150.00|29|0|     176.090229
M1|done|150.00|30|unknown|     176.097337
S2|D: 0.316m,0063|32|176.706703|195.0000000|150.0000000
S1|D: 0.298m,0139|31|177.075788|150.0000000|150.0000000
M1|done|100.00|35|unknown|     182.784353
M2|done|100.00|33|0|     182.777750
M3|done|100.00|34|0|     182.779262
S1|D: 0.906m,0102|36|183.762607|100.0000000|100.0000000
S2|D: 1.347m,1063|37|184.526690|145.0000000|100.0000000
M1|done|50.00|40|unknown|     190.238436
M2|done|50.00|38|0|     190.228747
M3|done|50.00|39|0|     190.232337
S1|D: 2.742m,0048|41|190.837610|50.0000000|50.0000000
S2|D: 2.459m,0094|42|190.846536|95.0000000|50.0000000
M1|done|0.00|45|unknown|     196.564242
M2|done|0.00|43|1|     196.548357
M3|done|0.00|44|1|     196.558437
C1|TOTAL :       41.739000 /        0.000000 
C1|NETTO :      114.860000 /        0.000000 
C1|S1 :        5.356000 /        0.669500 
C1|S2 :        6.872000 /        0.859000 
C1|M1 :       34.212000 /        4.276500 
C1|M2 :       34.208000 /        4.886857 
C1|M3 :       34.212000 /        4.887429 
M1|done|0.00|48|unknown|     238.230108
M1|done|0.00|51|unknown|     238.250447
M1|done|0.25|54|unknown|     238.270481
M2|done|0.00|49|1|     238.239478
M2|done|0.25|52|1|     238.259528
M3|done|0.00|50|1|     238.240910
M3|done|0.25|53|0|     238.261478
M1|done|0.50|57|unknown|     238.484268
M2|done|0.50|55|1|     238.473322
M3|done|0.50|56|0|     238.475260
M2|done|0.75|58|0|     238.792253
M1|done|0.75|60|unknown|     238.969969
M2|done|1.00|61|0|     239.006011
M3|done|0.75|59|0|     238.959490
M1|done|1.00|63|unknown|     239.246640
M2|done|1.25|64|0|     239.247043
M3|done|1.00|62|0|     239.173280
M1|done|1.25|66|unknown|     239.460405
M2|done|1.50|67|0|     239.460819
M3|done|1.25|65|0|     239.437735
M1|done|1.50|69|unknown|     239.674191
M2|done|1.75|70|0|     239.674593
M3|done|1.50|68|0|     239.651517
M1|done|1.75|72|unknown|     239.887961
M2|done|2.00|73|0|     239.888372
M3|done|1.75|71|0|     239.865295
M1|done|2.00|75|unknown|     240.101758
M3|done|2.00|74|0|     240.079110
M2|done|2.25|76|0|     240.182182
M3|done|2.25|77|0|     240.292842
M1|done|2.25|78|unknown|     240.315541
M2|done|2.50|79|0|     240.395973
M3|done|2.50|80|0|     240.506643
M1|done|2.50|81|unknown|     240.529305
M2|done|2.75|82|0|     240.609802
M1|done|2.75|84|unknown|     240.932595
M2|done|3.00|85|0|     240.942522
M3|done|2.75|83|0|     240.720437
M3|done|3.00|86|0|     240.952884
M1|done|3.00|87|unknown|     241.146381
M2|done|3.25|88|0|     241.156483
M3|done|3.25|89|0|     241.166669
M1|done|3.25|90|unknown|     241.360156
M2|done|3.50|91|0|     241.370452
M3|done|3.50|92|0|     241.380459
M1|done|3.50|93|unknown|     241.573949
M2|done|3.75|94|0|     241.665616
M3|done|3.75|95|0|     241.675500
M1|done|3.75|96|unknown|     241.787720
M2|done|4.00|97|0|     241.879391
M3|done|4.00|98|0|     241.889465
M1|done|4.00|99|unknown|     242.001483
M2|done|4.25|100|0|     242.093177
M3|done|4.25|101|0|     242.103495
M1|done|4.25|102|unknown|     242.215256
M1|done|4.50|105|unknown|     242.429023
M2|done|4.50|103|0|     242.384240
M3|done|4.50|104|0|     242.393498
M2|done|4.75|106|0|     242.598022
M3|done|4.75|107|0|     242.607299
M1|done|4.75|108|unknown|     242.749642
M2|done|5.00|109|0|     242.811812
M3|done|5.00|110|0|     242.821051
M1|done|5.00|111|unknown|     242.963448
M2|done|5.25|112|0|     243.025572
M3|done|5.25|113|0|     243.034820
M1|done|5.25|114|unknown|     243.177215
M2|done|5.50|115|0|     243.239365
M1|done|5.50|117|unknown|     243.390955
M3|done|5.50|116|0|     243.302529
M2|done|5.75|118|0|     243.453144
M3|done|5.75|119|0|     243.516317
M1|done|5.75|120|unknown|     243.604757
M2|done|6.00|121|0|     243.666922
M3|done|6.00|122|0|     243.730089
M1|done|6.00|123|unknown|     243.818546
M2|done|6.25|124|0|     243.880707
M3|done|6.25|125|0|     243.943861
M1|done|6.25|126|unknown|     244.032303
M2|done|6.50|127|0|     244.338281
M1|done|6.50|129|unknown|     244.774512
M2|done|6.75|130|0|     244.784856
M3|done|6.50|128|0|     244.765052
M1|done|6.75|132|unknown|     244.988295
M2|done|7.00|133|0|     244.998662
M3|done|6.75|131|0|     244.978824
M1|done|7.00|135|unknown|     245.202066
M2|done|7.25|136|0|     245.212456
M3|done|7.00|134|0|     245.192633
M1|done|7.25|138|unknown|     245.415846
M2|done|7.50|139|0|     245.426263
M3|done|7.25|137|0|     245.406408
M3|done|7.50|140|0|     245.620168
M1|done|7.50|141|unknown|     245.629615
M2|done|7.75|142|0|     245.640467
M1|done|7.75|144|unknown|     245.843415
M1|done|8.00|147|unknown|     246.266498
M2|done|8.00|145|0|     246.256897
M3|done|7.75|143|0|     245.833960
M3|done|8.00|146|0|     246.257576
M1|done|8.25|150|unknown|     246.480273
M2|done|8.25|148|0|     246.470657
M3|done|8.25|149|0|     246.471354
M1|done|8.50|153|unknown|     246.694395
M2|done|8.50|151|0|     246.684462
M3|done|8.50|152|0|     246.685122
M2|done|8.75|154|0|     246.898220
M3|done|8.75|155|0|     246.898892
M1|done|8.75|156|unknown|     247.167392
M1|done|9.00|159|unknown|     247.381143
M2|done|9.00|157|0|     247.343280
M3|done|9.00|158|0|     247.353989
M1|done|9.25|162|unknown|     247.594922
M2|done|9.25|160|0|     247.557080
M3|done|9.25|161|0|     247.567777
M1|done|9.50|165|unknown|     247.808697
M2|done|9.50|163|0|     247.770854
M3|done|9.50|164|0|     247.781559
M2|done|9.75|166|0|     247.984617
M3|done|9.75|167|0|     247.995469
M1|done|9.75|168|unknown|     248.022487
M2|done|10.00|169|0|     248.198406
M3|done|10.00|170|0|     248.209257
M1|done|10.00|171|unknown|     248.372930
M2|done|10.25|172|0|     248.412157
M3|done|10.25|173|0|     248.423035
M1|done|10.25|174|unknown|     248.586712
M2|done|10.50|175|0|     248.625943
M3|done|10.50|176|0|     248.636817
M1|done|10.50|177|unknown|     248.800481
M2|done|10.75|178|0|     248.839731
M1|done|10.75|180|unknown|     249.335921
M2|done|11.00|181|0|     249.345512
M3|done|10.75|179|0|     249.325543
M1|done|11.00|183|unknown|     249.729506
M2|done|11.25|184|0|     249.729687
M3|done|11.00|182|0|     249.719792
M1|done|11.25|186|unknown|     249.943281
M2|done|11.50|187|0|     249.943468
M3|done|11.25|185|0|     249.933601
M1|done|11.50|189|unknown|     250.157734
M2|done|11.75|190|0|     250.157483
M3|done|11.50|188|0|     250.147366
M1|done|11.75|192|unknown|     250.371774
M2|done|12.00|193|0|     250.371479
M3|done|11.75|191|0|     250.361133
M3|done|12.00|194|0|     250.574917
M1|done|12.00|195|unknown|     250.585570
M2|done|12.25|196|0|     250.629639
M1|done|12.25|198|unknown|     250.799465
M2|done|12.50|199|0|     250.843447
M3|done|12.25|197|0|     250.788691
M1|done|12.50|201|unknown|     251.013228
M2|done|12.75|202|0|     251.057181
M3|done|12.50|200|0|     251.002461
M1|done|12.75|204|unknown|     251.227020
M2|done|13.00|205|0|     251.270964
M3|done|12.75|203|0|     251.216254
M1|done|13.00|207|unknown|     251.440806
M2|done|13.25|208|0|     251.484758
M3|done|13.00|206|0|     251.430015
M1|done|13.25|210|unknown|     251.654574
M3|done|13.25|209|0|     251.643789
M1|done|13.50|213|unknown|     252.049013
M2|done|13.50|211|0|     252.038197
M3|done|13.50|212|0|     252.047497
M1|done|13.75|216|unknown|     252.262790
M2|done|13.75|214|0|     252.251979
M3|done|13.75|215|0|     252.261287
M1|done|14.00|219|unknown|     252.476566
M2|done|14.00|217|0|     252.465761
M3|done|14.00|218|0|     252.475054
M2|done|14.25|220|0|     252.679529
M1|done|14.25|222|unknown|     252.926996
M2|done|14.50|223|0|     252.936496
M3|done|14.25|221|0|     252.916426
M1|done|14.50|225|unknown|     253.140778
M2|done|14.75|226|0|     253.150280
M3|done|14.50|224|0|     253.130206
M1|done|14.75|228|unknown|     253.354604
M2|done|15.00|229|0|     253.364362
M3|done|14.75|227|0|     253.343992
M1|done|15.00|231|unknown|     253.568390
M2|done|15.25|232|0|     253.578316
M3|done|15.00|230|0|     253.557765
M3|done|15.25|233|0|     253.771555
M1|done|15.25|234|unknown|     254.038864
M2|done|15.50|235|0|     254.048499
M3|done|15.50|236|0|     254.048670
M1|done|15.50|237|unknown|     254.252653
M2|done|15.75|238|0|     254.262275
M3|done|15.75|239|0|     254.262446
M1|done|15.75|240|unknown|     254.466462
M2|done|16.00|241|0|     254.476451
M3|done|16.00|242|0|     254.476345
M1|done|16.00|243|unknown|     254.906371
M2|done|16.25|244|0|     254.916965
M3|done|16.25|245|0|     254.926482
M1|done|16.25|246|unknown|     255.120151
M2|done|16.50|247|0|     255.130755
M1|done|16.50|249|unknown|     255.333913
M2|done|16.75|250|0|     255.344521
M3|done|16.50|248|0|     255.270350
M1|done|16.75|252|unknown|     255.547711
M2|done|17.00|253|0|     255.558290
M3|done|16.75|251|0|     255.484144
M1|done|17.00|255|unknown|     255.814515
M2|done|17.25|256|0|     255.824863
M3|done|17.00|254|0|     255.804968
